ID (Unique record ID),"Species (Dominant tree species, Latin ...)","Spec code (Tree species code, see ""Speci...)","Trees comp (Tree species composition, e.g...)",Comm (Structure of age),Origin,Site ind (Site index code (from 0 to 12...),Standage,Trees canopy h [m] (Average height of the stand -...),DBH [cm] (Average),Trees [#/ha],Stocking rel (Ratio of basal area of a plot...),Tree BA [m**2/ha] (total cross-sectional area of...),Trees grow stock vol [m**3/ha] (Volume of stems of all living...),Stemoverbark,Biom live dm [t/ha] (Bark of stem),Biom live dm [t/ha] (Branches over bark),Foliage,Stumproots,Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Total live biomass of understory),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Total live biomass of green f...),Biom dm [t/ha] (Snags),Biom dm [t/ha] (Logs),Biom dm [t/ha] (Coarse woody debris),Biom dm [t/ha] (Dead branches of living trees),Biom dm [t/ha] (Dead roots),Biom dm [t/ha] (Litter),Country (Country code (ISO ALPHA-3)),Latitude,Longitude,Altitude [m],Date (Year of measurements),Trees (Number of trees selected for ...),LAI,"Ecoregion (Code of ecoregion (Olson, 200...)",Reference
9759,Fagus sylvatica,112,"80-Be,20-Oa",,Natural,6,25,11.2,6.2,4281,,,148,79,,31,2.8,25,,,,,,,,,,,,,,,,,FRA,48.33,1.17,153,2002,,,80402,"Huet et al., 2004"
2526,"Betula pendula, B. pubescens",124,"80-Bi,10-As,10-Pi",,Natural,5,40,18.4,,1300,1.02,,204,97.7,,10.2,4.488,29.172,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
2551,"Betula pendula, B. pubescens",124,"80-Bi,10-As,10-Pi",,Natural,6,55,21.2,17.4,1680,1.07,,268,145.5,,13.132,4.288,30.016,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
2549,"Betula pendula, B. pubescens",124,"80-Bi,10-As,10-Sp",,Natural,6,35,14.5,10.3,1910,0.8,,110,60,,6.05,3.41,20.35,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
4934,"Betula pendula, B. pubescens",124,"80-Bi,10-Pi,10-As",,Natural,5,55,21.9,14,1630,0.97,,255.7,151.3,17.9,13.3,2.6,28.6,,,,,,,,,,,,,,,,,BLR,54,26,,1981,,,80412,"Boyko et al., 1983"
8947,"Betula pendula, B. pubescens",124,"80-Bi,10-Pi,10-Sp",,Natural,6,25,17.5,13,1296,1.38,,256,211,,28.1,4.25,13.5,,,,,,,,,,,,,,,,,RUS,58,33,,1978,,,80436,"Lazukova, Shuytsev, 1980"
2518,"Betula pendula, B. pubescens",124,"80-Bi,20-As",,Natural,5,31,16.6,13.9,3080,1.2,,197,107,,10.047,4.531,26.989,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
1419,"Betula pendula, B. pubescens",124,"80-Bi,20-As",,Natural,9,34,7.7,4.6,9250,1.61,,83,29.8,,4.482,1.743,12,,,,,,,,,,,,,,,,,RUS,58.06,38.42,,1966,,,80436,"Il'yushenko, 1968, 1970, 1982"
8901,"Betula pendula, B. pubescens",124,"80-Bi,20-As",,Natural,7,38,12.4,9.8,3700,1.15,,123,65.1,6.21,8.63,4.41,17.3,,,,,,,,,,,,,,,,,RUS,61.5,34.52,,1976,,,80608,"Kazimirov et al., 1978"
2424,Betula pendula,124,"80-Bi,20-As",,Natural,4,45,24,18,1255,0.95,,286,172.8,,24.882,4.29,30.888,,,,,,,,,,,,,,,,,RUS,59.3,44,,1995,,,80608,"Utkin et al., 1997"
5781,"Betula, Populus tremula",124,"80-Bi,20-As",,Natural,6,49,20.5,20.9,650,,,284,113,15.3,22.5,3.07,57,,,,,,,,,,,,,,,,,KAZ,55,70,,1996,,,80809,"Usoltsev, 1998"
2513,"Betula pendula, B. pubescens",124,"80-Bi,20-As",,Natural,4,50,25.2,22.2,514,0.8,,261,141.7,,12.789,4.176,29.754,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
2537,"Betula pendula, B. pubescens",124,"80-Bi,20-As",,Natural,6,53,20.3,16.5,1124,1.02,,237,129,,11.613,4.503,28.44,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
2535,"Betula pendula, B. pubescens",124,"80-Bi,20-As",,Natural,6,53,21.2,15.2,1244,0.99,,247,134,,12.103,4.199,29.146,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
8929,"Betula pendula, B. pubescens",124,"80-Bi,20-As",,Natural,7,53,17.5,14.8,2410,1.22,,224,122,,11.1,4.256,28.224,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
2539,"Betula pendula, B. pubescens",124,"80-Bi,20-As",,Natural,6,55,19.5,17.2,2275,1.46,,320,174,,15.04,4.48,31.68,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
2542,"Betula pendula, B. pubescens",124,"80-Bi,20-As",,Natural,5,60,25.7,19.1,705,0.79,,265,144,,12.985,4.505,30.21,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
9027,"Betula pendula, B. pubescens",124,"80-Bi,20-As",,Natural,6,70,25,20,967,1.01,,327,160,,23.4,3.78,30.2,,,,,,,,,,,,,,,,,RUS,59.5,44,,1995,,,80608,"Utkin et al., 1997"
2552,"Betula pendula, B. pubescens",124,"80-Bi,20-As",,Natural,6,85,25.2,22.9,847,0.89,,289,157,,14.161,4.624,30.923,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
8988,"Betula pendula, B. pubescens",124,"80-Bi,20-Sp",,Natural,5,20,11.3,4.8,10200,0.53,,46,16.9,,5.34,2.35,6.26,,,,,,,,,,,,,,,,,RUS,64,40,,1969,,,80608,"Molchanov, 1971"
8950,"Betula pendula, B. pubescens",124,"80-Bi,20-Sp",,Natural,6,37,15.3,14.3,1112,1.04,,152,73.4,,19.9,4.21,17.9,,,,,,,,,,,,,,,,,RUS,58,33,,1978,,,80436,"Lazukova, Shuytsev, 1980"
7708,Abies sibirica,103,"80-Fi,10-Pi,10-Bi",,Natural,7,60,17,17,1190,,,260,89.2,,16.4,13.9,19.2,,,,,,,,,,,,,,,,,RUS,54,86,,1968,,,80444,"Stepanov, 1975; Stepanov, Dubovenko, 1970"
64,Abies sibirica,103,"80-Fi,10-Sp,10-Bi",,Natural,9,69,14.2,15.5,1181,0.9,28.4,197.8,61.08,10.42,7.83,6.31,16.37,,,,,0.39,0.28,0.67,,1.13,,8.05,,,1.64,,13.83,RUS,62,87,,1977,3月5日,,80611,"Kuzikov, 1979a,b"
7716,Abies nordmanniana,103,"80-Fi,20-Be",,Natural,5,160,38,64,488,,,843,337.2,,33.7,18.5,17.6,,,,,,,,,,,,,,,,,RUS,44,41,1475,1949,,,80416,"Orlov, 1951"
7717,Abies nordmanniana,103,"80-Fi,20-Be",,Natural,6,279,37.8,69.9,488,,,876,400.8,,53.8,13.8,100.8,,,,,,,,,,,,,,,,,RUS,44.08,40.33,1590,1971,,,80408,"Veselov, 1973"
9963,Abies firma,103,"80-Fi,20-OC",,Natural,7,120,26.3,22.4,2077,,,931,398.7,,84.6,17.68,145.5,,,,,,,,,,,,,,,,,JPN,33.33,133,420,1975,,,80441,"Ando et al., 1977"
7715,Abies nordmanniana,103,"80-Fi,20-Sp",,Natural,4,160,45,74,332,,,1294,517.6,,51.8,28.4,40.8,,,,,,,,,,,,,,,,,RUS,44,41,1475,1949,,,80416,"Orlov, 1951"
4633,Carpinus betulus,113,"80-Hb,20-Ma",,Natural,7,60,18,24.6,700,,,290,180.6,,123,3.8,67.6,,,,,,,,,,,,,,,,,AZE,41,49,1450,1978,,,80408,"Gasanov, 1980"
5859,Larix gmelinii,104,"80-La,10-Bi,10-As",,Natural,8,110,24,13.9,920,,,127.9,50.4,,7.6,1.55,14.2,,,,,,,,,,,,,,,,,CHN,52.73,123.83,520,1999,,,80505,"Wang et al., 2001"
39,Larix sibirica,104,"80-La,20-Bi",even-aged,Natural,9,80,15,13,1340,0.6,,126,81.7,10.9,8.3,3,26.6,,,,,0.23,0.27,0.5,,4.01,,,,,,,8.8,RUS,52,95.3,,1967,3月5日,,80815,"Pozdnyakov et al., 1969"
7331,"Larix czekanovskii, L. gmelinii",104,"80-La,20-Ps",,Natural,10,380,14.7,21.7,401,,,69.3,33.2,3.9,5.2,1.2,26.6,,,,,,,,,,,,,,,,,RUS,65.5,90,,2000,,,80601,"Pleshikov et al., 2002"
3415,Quercus robur,110,"80-Oa,10-Ah,10-Ma",,Natural,6,40,16,11.9,3365,1.05,,233,138.7,,22.1,4.35,45.5,,,,,,,,,,,,,,,,,RUS,51.2,42,,1962,,,80419,"Molchanov, 1964"
3416,Quercus robur,110,"80-Oa,10-Ah,10-Ma",,Natural,6,60,20.4,19.4,1583,1.06,,342,229.6,,44,4.3,81.5,,,,,,,,,,,,,,,,,RUS,51.2,42,,1962,,,80419,"Molchanov, 1964"
3419,Quercus robur,110,"80-Oa,10-Ah,10-Ma",,Natural,7,120,26.6,41.4,281,1,,479,362.5,,73.5,3.29,117.2,,,,,,,,,,,,,,,,,RUS,51.2,42,,1962,,,80419,"Molchanov, 1964"
3463,Quercus robur,110,"80-Oa,10-Ah,10-Wi",,Natural,5,48,22.8,23.1,1584,0.55,,211,148.1,,34.2,3,62.2,,,,,,,,,,,,,,,,,RUS,51.4,39.2,,1957,,,80419,"Remezov et al., 1959"
1720,Quercus robur,110,"80-Oa,10-Hb,10-Ah",,Natural,6,17,7.1,9,2579,0.59,,40,22,,6,1.52,8.68,,,,,,,,,,,,,,,,,UKR,51,30,,1992,,,80412,"Lakyda et al., 2006"
1719,Quercus robur,110,"80-Oa,10-Hb,10-Ah",,Natural,6,48,19.5,28.5,714,0.88,,265,152,,47.7,2.65,26.08,,,,,,,,,,,,,,,,,UKR,51,30,,1992,,,80412,"Lakyda et al., 2006"
9620,Quercus robur,110,"80-Oa,10-Hb,10-Li",,Natural,6,41,16.5,18.5,970,,,186,116.99,11.8,13.37,0.91,18.6,,,,,,,,,,,,,,,,,UKR,49.5,27.5,,2004,,,80412,"Lakyda et al., 2006"
9617,Quercus robur,110,"80-Oa,10-Hb,10-Li",,Natural,7,62,16.4,24.9,1350,,,264,145.2,17.62,18.48,4.75,24.88,,,,,,,,,,,,,,,,,UKR,49.5,27.5,,2004,,,80412,"Lakyda et al., 2006"
9843,Quercus robur,110,"80-Oa,10-Li,10-Haz",,Natural,9,149,20.9,31.9,332,,,298,131.4,13,48.5,3.55,39.2,,,,,,,,,,,,,,,,,SWE,55.73,13.3,60,1968,,,80405,"Andersson, 1970"
9245,Quercus robur,110,"80-Oa,10-Ma,10-Li",,Natural,6,80,25,31.7,499,,,297,183,21.7,56.3,2.67,64.4,,,,,,,,,,,,,,,,,RUS,50.63,35.97,200,1972,,,80419,"Neshataev et al., 1974a,b; Goryshina, 1974"
3458,Quercus robur,110,"80-Oa,20-Ah",,Natural,5,55,23,24,500,0.62,,239,167,,26.6,3.3,87.5,,,,,,,,,,,,,,,,,RUS,51.4,39.2,,1959,,,80419,"Remezov, 1961"
3390,Quercus robur,110,"80-Oa,20-Ah",,Natural,6,55,19.4,20.3,854,0.85,,252,157.5,,17,2.84,48.2,,,,,,,,,,,,,,,,,BLR,53.8,28,,1983,,,80436,"Sidorovich et al., 1985"
1765,Quercus robur,110,"80-Oa,20-Ah",,Natural,6,62,22,23,1100,1.26,,455,193.3,22.5,26.845,4.55,75.53,,,,,,,,,,,,,,,,,UKR,48.2,32.3,200,1974,,,80814,"Vatkovski, 1976"
9623,Quercus robur,110,"80-Oa,20-Ah",,Natural,6,90,26.3,30.6,599,,,411,231.39,59.01,18.79,2.63,32.4,,,,,,,,,,,,,,,,,UKR,49.5,27.5,,2004,,,80412,"Lakyda et al., 2006"
9189,Quercus robur,110,"80-Oa,20-Ah",,Natural,7,90,22.8,22.8,888,,,238,122,,20,4,20,,,,,,,,,,,,,,,,,RUS,51.67,39,,2002,,,80419,"Martynenko, 2004, 2005"
9782,Quercus robur,110,"80-Oa,20-Ah",,Natural,6,96,29.1,39,854,,,465,248.2,29.8,62.7,3.48,46,,,,,,,,,,,,,,,,,CZE,48.8,16.77,162,1974,,,80431,"Vyskot, 1976"
4959,Quercus robur,110,"80-Oa,20-As",,Natural,7,60,17.1,19.6,590,,,149,100.8,16.4,17.3,2.5,32.9,,,,,,,,,,,,,,,,,BLR,52,28,,1974,,,80412,"Boyko et al., 1976; Boyko, Loznukho, 1982; Kirkovski,1986"
7289,Quercus robur,110,"80-Oa,20-Be",,Natural,7,100,25,31.8,297,,,295,206.4,,17.5,2,50,,,,,,,,,,,,,,,,,POL,50.1,20.37,180,1972,,,80412,"Medwecka-Kornas et al., 1974"
5009,Quercus robur,110,"80-Oa,20-Bi",,Natural,6,20,8,5.5,7000,,,73,43.7,,24.6,3.4,17.1,,,,,,,,,,,,,,,,,BEL,49.83,5,265,1975,,,80445,"Duvigneaud et al., 1977a"
5010,Quercus robur,110,"80-Oa,20-Bi",,Natural,7,28,8,5.6,7000,,,74,43.8,,24.6,2.5,17.1,,,,,,,,,,,,,,,,,BEL,49.83,5,265,1975,,,80445,"Duvigneaud et al., 1977a"
9186,Quercus robur,110,"80-Oa,20-Bi",,Natural,8,85,18,25,544,,,250,140.7,,23,4.56,23,,,,,,,,,,,,,,,,,RUS,51.67,39,,2002,,,80419,"Martynenko, 2004, 2005"
4961,Quercus robur,110,"80-Oa,20-Bi",,Natural,9,140,22.1,24.7,480,,,287,132.3,24.3,24.3,3.7,47.6,,,,,,,,,,,,,,,,,BLR,52,28,,1974,,,80412,"Boyko et al., 1976; Boyko, Loznukho, 1982; Kirkovski,1986"
9633,Quercus robur,110,"80-Oa,20-Hb",,Natural,5,36,17.6,18.5,1388,,,228,120.84,14.96,20.91,2.56,19.82,,,,,,,,,,,,,,,,,UKR,49.5,27.5,,2004,,,80412,"Lakyda et al., 2006"
9635,Quercus robur,110,"80-Oa,20-Hb",,Natural,6,48,19.3,21.9,718,,,201,103.11,13.58,13.53,1.82,15.67,,,,,,,,,,,,,,,,,UKR,49.5,27.5,,2004,,,80412,"Lakyda et al., 2006"
3540,Quercus iberica,110,"80-Oa,20-Hb",,Natural,8,70,18.1,21.3,572,0.67,,180,131.2,,47.1,4.1,46.6,,,,,,,,,,,,,,,,,AZE,41,49,1450,1978,,,80408,"Gasanov, 1980"
3539,Quercus iberica,110,"80-Oa,20-Hb",,Natural,8,70,18.1,21,881,1.03,,277,202.5,,90.7,5.7,63,,,,,,,,,,,,,,,,,AZE,41,49,1450,1978,,,80408,"Gasanov, 1980"
9185,Quercus robur,110,"80-Oa,20-Ma",,Natural,8,80,17.6,21.6,920,,,250,130.4,,22,4,22,,,,,,,,,,,,,,,,,RUS,51.67,39,,2002,,,80419,"Martynenko, 2004, 2005"
7910,Pinus sylvestris,101,"80-Pi,10-Bi,10-As",,Natural,7,10,3.3,2.4,28400,1.19,,27,9.2,,2.55,3.34,4.38,,,,,,,,,,,,,,,,,RUS,57.83,43.33,,1960,,,80608,"Polikarpov, 1962"
7741,Pinus sylvestris,101,"80-Pi,10-Bi,10-As",,Natural,10,130,16.3,19.9,663,0.81,,194,103.6,12.6,4.4,3.3,26.4,,,,,,,,,,,,,,,,,RUS,62,33,,1975,,,80608,"Medvedeva, 1974, 1978; Medvedeva, Egorova, 1977; Medvedeva et al., 1977"
4830,Pinus sylvestris,101,"80-Pi,10-Bi,10-Oa",,Natural,7,65,19.1,20.6,785,0.73,,239,112.3,13.3,9.69,3.82,21.4,,,,,,,,,,,,,,,,,BLR,52,28,,1974,,,80412,"Boyko et al., 1976; Boyko, Loznukho, 1982"
1278,Pinus sylvestris,101,"80-Pi,10-Bi,10-Oa",,Natural,7,65,20.6,20.6,785,0.7,,254,113.1,,11.5,4.1,21.4,,,,,,,,,3.7,,,,,,,11.8,BLR,52,29,,1985,,,80412,"Kirkovski, 1987"
8338,Pinus sylvestris,101,"80-Pi,10-La,10-Bi",,Natural,8,95,19,19.4,1706,1.26,,391,163.4,8,11.6,6,63.7,,,,,,,,,,,,,,,,,RUS,56.5,101.83,,1976,,,80601,"Kulagina, 1978"
219,Pinus sylvestris,101,"80-Pi,10-La,10-Bi",,Natural,9,95,19,19.4,1706,1.31,39.5,391,163.4,8,12.4,6,64.3,,,,,,,,,1.382,,,,,,,15.5,RUS,56.3,101.5,,1973,,,80601,"Kulagina, 1978; Pozdnyakov., 1975a"
7900,Pinus sylvestris,101,"80-Pi,10-Sp,10-Bi",,Natural,5,75,28.5,34.4,306,0.56,,344,144.9,8.4,15.7,4.6,39.1,,,,,,,,,,,,,,,,,RUS,55,37.5,,1973,,,80419,"Os'kina, 1975, 1982"
8068,Pinus sylvestris,101,"80-Pi,10-Sp,10-Bi",,Natural,9,80,15,18,920,0.67,,149,71.4,,8.8,4,17.6,,,,,,,,,,,,,,,,,RUS,59.5,44,,1995,,,80608,"Utkin et al., 1997"
7773,Pinus sylvestris,101,"80-Pi,20-Bi",,Natural,8,15,3.7,3.4,12296,0.86,,25,11.3,2.73,6.3,3.27,2.29,,,,,,,,,,,,,,,,,RUS,62.33,33.97,,1975,,,80608,"Kazimirov et al., 1977"
7774,Pinus sylvestris,101,"80-Pi,20-Bi",,Natural,8,15,3.6,2.4,23186,1.14,,32,14.4,3.67,8.1,4.16,2.9,,,,,,,,,,,,,,,,,RUS,62.33,33.97,,1975,,,80608,"Kazimirov et al., 1977"
7791,Pinus sylvestris,101,"80-Pi,20-Bi",,Natural,8,20,5.5,4.5,6456,0.75,,40,21,,3.9,3.9,6.1,,,,,,,,,,,,,,,,,RUS,62.62,33.75,,1973,,,80608,"Zyabchenko, Ivanchikov, 1975, 1978"
8184,Pinus sylvestris,101,"80-Pi,20-Bi",,Natural,9,21,3.3,2.4,31500,1.27,,34,13.4,,1.79,1.95,14.1,,,,,,,,,,,,,,,,,RUS,57.5,60.33,,1968,,,80611,"Luganskaya, 1970; Luganskaya, Luganski, 1970"
8180,Pinus sylvestris,101,"80-Pi,20-Bi",,Natural,8,23,5,2.9,15871,2,,98,39,,5.46,5.05,9.69,,,,,,,,,,,,,,,,,RUS,59,60.83,,1968,,,80611,"Luganskaya, Luganski, 1970"
7933,Pinus sylvestris,101,"80-Pi,20-Bi",,Natural,6,32,12.3,9,3820,1.19,,213,79.1,,5.7,4.1,19.1,,,,,,,,,,,,,,,,,RUS,54.5,44,,1957,,,80419,"Remezov et al., 1959; Rodin, Bazilevich, 1967."
4728,Pinus sylvestris,101,"80-Pi,20-Bi",,Natural,7,35,13.1,10.8,1995,0.63,,122,46.8,8.1,7.1,4.6,10.4,,,,,,,,,,,,,,,,,BLR,54,26,,1981,,,80412,"Boyko et al., 1983"
7875,Pinus sylvestris,101,"80-Pi,20-Bi",,Natural,5,38,17.3,14.6,1988,0.99,,306,125.9,,13.6,6.8,30.9,,,,,,,,,,,,,,,,,RUS,57.67,38.17,,1975,,,80608,"Molchanov, 1977"
7869,Pinus sylvestris,101,"80-Pi,20-Bi",,Natural,5,41,19.9,16.1,1508,0.99,,376,163,12.3,14.2,5.12,31.9,,,,,,,,,,,,,,,,,RUS,57.5,38.33,,1982,,,80436,"Utkin et al., 1984"
1896,Pinus sylvestris,101,"80-Pi,20-Bi",,Natural,6,45,19,17.5,1343,0.81,,275,151.1,,18.425,3.575,44,,,,,,,,,,,,,,,,,BLR,53.25,28.83,,1968,,,80412,"Yurkevich, Yaroshevich, 1974"
4831,Pinus sylvestris,101,"80-Pi,20-Bi",,Natural,7,50,15.2,13.6,1745,0.8,,190,87.1,11.9,11.2,3.86,14.4,,,,,,,,,,,,,,,,,BLR,52,28,,1974,,,80412,"Boyko et al., 1976; Boyko, Loznukho, 1982"
1246,Pinus sylvestris,101,"80-Pi,20-Bi",,Natural,8,62,15.2,17.2,1628,0.71,,164,91.53,12.82,10.67,4.42,18.89,,,,,,,,,,,,,,,,,RUS,66,53,,1975,,,80608,"Kazimirov et al., 1977"
7756,Pinus sylvestris,101,"80-Pi,20-Bi",,Natural,9,65,11.5,11.4,2216,0.76,,118,56.3,10.2,8.39,4.04,13.85,,,,,,,,,,,,,,,,,RUS,62.22,34.17,,1975,,,80608,"Kazimirov et al., 1977"
7216,Pinus sylvestris,101,"80-Pi,20-Bi",,Natural,8,70,18,18.7,1008,0.88,,256,128.1,,9.8,5.1,33.4,,,,,,,,,,,,,,,,,LTU,55,24,,1974,,,80412,"Kapustinskaite, 1976"
8115,Pinus sylvestris,101,"80-Pi,20-Bi",,Natural,9,70,15,16,3070,1.06,,235,111,7.96,12.88,8.29,31,,,,,,,,,,,,,,,,,RUS,62,50.33,,1985,,,80608,"Bobkova, 1987"
1960,Pinus sylvestris,101,"80-Pi,20-Bi",,Natural,10,80,9.4,18.3,459,0.51,,60,28.8,,9.6,4.2,7.2,,,,,,,,,,,,,,,,,UKR,50,27,,1970,,,80412,"Myakushko, 1972, 1978"
7739,Pinus sylvestris,101,"80-Pi,20-Bi",,Natural,11,117,12.6,15.4,658,0.83,,143,78.6,13.3,5.8,3.3,20.8,,,,,,,,,,,,,,,,,RUS,62,33,,1975,,,80608,"Medvedeva, 1974, 1978; Medvedeva, Egorova, 1977; Medvedeva et al., 1977"
7852,Pinus sylvestris,101,"80-Pi,20-Bi",,Natural,10,141,14,21.6,713,0.39,,77,48.5,,7.15,2.12,13.6,,,,,,,,,,,,,,,,,RUS,56.33,32.5,,1980,,,80436,"Vomperski, Ivanov, 1982"
9498,Pinus sylvestris,101,"80-Pi,20-Oa",,Natural,4,13,7.95,8.9,7440,0.66,,62.9,36.5,,8.3,5.96,12.2,,,,,,,,,,,,,,,,,UKR,49,24.58,,1981,,,80504,"Kalinin, 1983"
1982,Pinus sylvestris,101,"80-Pi,20-Oa",,Natural,5,65,25.7,36.6,432,0.46,,246,112.7,,8.118,1.722,24.6,,,,,,,,,,,,,,,,,UKR,50,27,,1970,,,80412,"Myakushko, 1972, 1978"
9499,Pinus sylvestris,101,"80-Pi,20-Oa",,Natural,6,90,28.4,42.3,242,0.78,,447,259.4,,26.6,6.6,44.3,,,,,,,,,,,,,,,,,UKR,49,24.58,,1981,,,80504,"Kalinin, 1983"
1980,Pinus sylvestris,101,"80-Pi,20-Oa",,Natural,6,110,31.5,38.5,273,0.35,,226,117.1,,7.232,1.808,22.6,,,,,,,,,,,,,,,,,UKR,50,27,,1970,,,80412,"Myakushko, 1972, 1978"
8058,Pinus sylvestris,101,"80-Pi,20-Sp",,Natural,10,98,14.1,14,2356,1.08,,216,102,9.31,8.58,8.42,28.4,,,,,,,,,,,,,,,,,RUS,62.28,50.67,,1999,,,80608,"Torlopova, 2001"
7744,Pinus sylvestris,101,"80-Pi,20-Sp",,Natural,10,118,17,15.8,1329,0.99,,250,113.6,8.9,10.9,8.3,33.4,,,,,,,,,,,,,,,,,RUS,62,33,,1975,,,80608,"Medvedeva, 1974, 1978; Medvedeva, Egorova, 1977; Medvedeva et al., 1977"
7720,Pinus sylvestris,101,"80-Pi,20-Sp",,Natural,7,170,29,40.4,351,1.03,,568,221.4,13.7,31,7.29,53.4,,,,,,,,,,,,,,,,,RUS,60.5,30,,1970,,,80608,"Govorenkov, 1972"
7978,Pinus sylvestris,101,"80-Pi,20-Sp",,Natural,10,190,16.3,22.5,675,1.24,,297,125.3,9.32,14.3,4.84,27.5,,,,,,,,,,,,,,,,,RUS,64,33,,1975,,,80608,"Ivanchikov, Zyabchenko, 1977"
4743,Pinus sylvestris,101,"80-Pi,20-Sp",,Natural,5,200,38.3,54.4,223,0.85,,735,310.7,,27.3,7.77,47.7,,,,,,,,,,,,,,,,,BLR,52.67,24,,1972,,,80412,"Utenkova, 1974"
3130,Pinus koraiensis,105,"80-Pk,10-Sp,10-Fi",,Natural,9,180,21.5,32.9,856,0.7,,330,144.5,14,26.4,6.82,32.5,,,,,,,,,,,,,,,,,RUS,44,132,,1991,,,80907,"Sapozhnikov et al., 1993"
3153,Pinus koraiensis,105,"80-Pk,20-Oa",,Natural,9,195,19.8,28.8,1116,0.8,,345,198.87,21.9,29.57,9.87,59.31,,,,,,,8.94,11.01,,,,,,,,,RUS,47,136,,1981,,,80443,"Utenkova, Flyagina, 1983"
3322,Populus alba,131,"80-Po,10-Ma,10-Bi",,Natural,11,20,1,0.9,30000,,,3.2,2.38,,2,1.02,4.74,,,,,,,,,,,,,,,,,RUS,48,46,,1977,,,80814,"Uskov, 1979"
9853,Picea abies,102,"80-Sp,10-Al,10-Wi",,Natural,6,51,17.5,14.3,1100,,,240,105.5,10.6,24.6,11.7,45.8,,,,,,,,,,,,,,,,,EST,58,27.5,,1968,,,80436,"Kolli, K盲hrik, 1970a"
2407,Picea abies,102,"80-Sp,10-Bi,10-As",,Natural,7,65,18,18,1076,0.7,,267,120,,17.889,11.214,37.38,,,,,,,,,,,,,,,,,RUS,59.3,44,,1995,,,80608,"Utkin et al., 1997"
7510,Picea abies,102,"80-Sp,10-Fi,10-Bi",,Natural,9,115,19,23.5,966,,,314,133.6,13.1,18.88,15.56,38.4,,,,,,,,,,,,,,,,,RUS,62.28,50.67,,1999,,,80608,"Bobkova, 2001"
4662,Picea abies,102,"80-Sp,10-Pi,10-As",,Natural,6,80,24.5,25.5,755,,,482.8,236.4,19.1,38.7,32.3,65.6,,,,,,,,,,,,,,,,,BLR,53.33,30.83,,1969,,,80412,"Yurkevich et al., 1971, 1975"
7380,Picea abies,102,"80-Sp,10-Pi,10-As",,Natural,8,150,22.8,23.6,671,,,420,161.1,12.4,24.3,9.1,35.4,,,,,,,,,,,,,,,,,RUS,62,34,,1969,,,80608,"Shcherbakov, Zaitseva, 1971"
2408,Picea abies,102,"80-Sp,10-Pi,10-Bi",,Natural,5,65,25,22.9,770,0.6,,321,133.6,,20.865,11.877,41.409,,,,,,,,,,,,,,,,,RUS,59.3,44,,1995,,,80608,"Utkin et al., 1997"
4684,Picea abies,102,"80-Sp,10-Pi,10-Bi",,Natural,6,90,27.7,19,1067,,,345,130,8.8,16.7,16.81,45.2,,,,,,,,,,,,,,,,,BLR,54.83,28,,1968,,,80436,"Boyko et al., 1970, 1975b"
7381,Picea abies,102,"80-Sp,10-Pi,10-Bi",,Natural,9,160,19.4,19.6,1155,,,424,182.2,15.7,18.4,10.1,40.1,,,,,,,,,,,,,,,,,RUS,62,34,,1969,,,80608,"Shcherbakov, Zaitseva, 1971"
7422,Picea abies,102,"80-Sp,10-Wi,10-So",,Natural,6,21,6.8,4.1,13591,,,68,24.2,2.3,7.5,6.3,8.6,,,,,,,,,,,,,,,,,RUS,58,33,,1969,,,80436,"Smirnov,1971a,b"
4686,Picea abies,102,"80-Sp,20-Bi",,Natural,8,80,19.5,16,1061,,,215,79.5,8.1,11.1,11.16,28.9,,,,,,,,,,,,,,,,,BLR,54.83,28,,1968,,,80436,"Boyko et al., 1970, 1975b"
2413,Picea abies,102,"80-Sp,20-Bi",,Natural,7,87,22,23,857,0.8,,371,159.4,,24.857,14.098,47.859,,,,,,,,,,,,,,,,,RUS,59.3,44,,1995,,,80608,"Utkin et al., 1997"
